"id","timestamp","age","sex","location","feedback"
"CS-2026-0412","2026-06-19 16:29:01",29,"Male","Baie Sainte Anne","I am writing simply to confirm that my appointment was completed. Everything went as expected."
"CS-2026-0413","2026-06-19 09:11:38",37,"Male","English River","Every time I visit there is a new excuse for the delay. The inefficiency is beyond frustrating."
"CS-2026-0414","2026-06-22 13:22:40",25,"Male","Bel Air","I was shouted at for standing in the wrong spot when there were no signs anywhere. Outrageous."
"CS-2026-0415","2026-06-22 10:13:48",43,"Male","Anse aux Pins","I was passed from one desk to another with no clear answer. Completely disorganised and inefficient."
"CS-2026-0416","2026-06-22 08:15:48",52,"Male","English River","I submitted my forms two months ago and still received no response. This delay is completely unacceptable."
"CS-2026-0417","2026-06-22 09:02:02",42,"Female","Anse aux Pins","The toilets were filthy, the air conditioning was broken, and staff did not care. A miserable experience."
"CS-2026-0418","2026-06-22 16:19:42",50,"Male","Mont Buxton","After queueing for two hours I was told I was in the wrong line. Nobody bothered to inform us earlier."
"CS-2026-0419","2026-06-22 12:55:11",23,"Female","Bel Air","The officer was abrupt, unfriendly and clearly wanted me gone as fast as possible. Very rude."
"CS-2026-0420","2026-06-22 12:43:28",49,"Male","Takamaka","Nobody follows up on anything. My matter has been stuck for ages with zero communication."
"CS-2026-0421","2026-06-22 15:52:49",29,"Male","Glacis","The officer was abrupt, unfriendly and clearly wanted me gone as fast as possible. Very rude."
"CS-2026-0422","2026-06-22 13:33:54",38,"Male","Grand Anse Mahe","Hours of waiting and then they closed the window right in front of me. Disgraceful treatment."
"CS-2026-0423","2026-06-22 14:34:28",63,"Female","Mont Buxton","I submitted my forms two months ago and still received no response. This delay is completely unacceptable."
"CS-2026-0424","2026-06-22 10:14:11",56,"Female","Anse Royale","The staff were extremely rude and dismissive when I asked a simple question. Very disappointed."
"CS-2026-0425","2026-06-22 10:13:05",46,"Male","Grand Anse Mahe","The information they gave me was wrong and I had to redo everything. Incompetent and careless."
"CS-2026-0426","2026-06-22 11:26:35",54,"Female","Port Glaud","They lost my paperwork and blamed me for it. Disgraceful handling of a citizen's documents."
"CS-2026-0427","2026-06-22 10:35:25",54,"Female","Saint Louis","The staff were friendly and helpful, and my request was handled quickly. Excellent service, thank you!"
"CS-2026-0428","2026-06-23 08:44:57",51,"Female","Au Cap","The waiting area was overcrowded and the staff kept disappearing on long breaks. Shameful."
"CS-2026-0429","2026-06-23 10:47:03",47,"Male","English River","My case has been pending for weeks with no updates. Every follow-up is met with excuses and delays."
"CS-2026-0430","2026-06-23 13:55:18",46,"Female","Grand Anse Praslin","The service was slow, the staff were unfriendly, and my problem is still unresolved. Deeply disappointed."
"CS-2026-0431","2026-06-25 09:47:39",37,"Male","Les Mamelles","My appointment was cancelled last minute with no explanation and no apology. Terrible customer care."
"CS-2026-0432","2026-06-25 09:34:59",35,"Male","Baie Lazare","I was passed from one desk to another with no clear answer. Completely disorganised and inefficient."
"CS-2026-0433","2026-06-25 09:03:21",56,"Male","Mont Buxton","I waited over three hours at the counter and no one bothered to help me. Absolutely unacceptable service."
"CS-2026-0434","2026-06-25 14:21:21",62,"Male","Port Glaud","The parking was a nightmare and inside it was chaos with no proper queue system. Badly managed."
"CS-2026-0435","2026-06-25 10:02:23",48,"Male","La Digue","I have come back four times now and my request is still not processed. This is a terrible waste of my time."
"CS-2026-0436","2026-06-26 10:46:01",45,"Male","Au Cap","The online system kept crashing and the help desk simply told me to try again later. Useless."
"CS-2026-0437","2026-06-26 16:09:52",42,"Male","Roche Caiman","The parking was a nightmare and inside it was chaos with no proper queue system. Badly managed."
"CS-2026-0438","2026-06-29 13:26:51",50,"Male","Les Mamelles","The person serving me was impatient and spoke to me in a condescending, rude manner."
"CS-2026-0439","2026-06-29 14:22:25",57,"Male","Anse Etoile","The officer was unhelpful and made me feel like a nuisance. Worst experience I have had with this office."
"CS-2026-0440","2026-06-29 11:04:13",40,"Female","Grand Anse Mahe","Staff were chatting among themselves and ignored the long line of people waiting. Unprofessional."
"CS-2026-0441","2026-06-29 09:33:33",25,"Male","Les Mamelles","There was no clear signage and no one to guide us. I wasted an entire morning going in circles."
"CS-2026-0442","2026-06-29 09:36:46",32,"Female","Mont Fleuri","The toilets were filthy, the air conditioning was broken, and staff did not care. A miserable experience."
"CS-2026-0443","2026-06-29 15:42:45",34,"Male","Mont Buxton","I called ten times and each time I was put on hold and then disconnected. Utterly frustrating."
"CS-2026-0444","2026-06-29 09:12:27",25,"Male","La Digue","They kept losing track of my file and asked me to resubmit the same documents three times. Hopeless."
"CS-2026-0445","2026-06-29 12:06:48",47,"Male","Port Glaud","My complaint from last month was never even acknowledged. This office does not care about the public."
"CS-2026-0446","2026-06-29 10:19:35",42,"Male","Anse aux Pins","The online system kept crashing and the help desk simply told me to try again later. Useless."
"CS-2026-0447","2026-06-29 14:33:48",32,"Female","Au Cap","The staff gave me incorrect directions and I ended up wasting hours. Careless and unhelpful."
"CS-2026-0448","2026-06-29 13:19:02",18,"Male","Baie Lazare","The service was smooth and the staff were polite and well organised. I appreciate the good work."
"CS-2026-0449","2026-06-30 09:34:07",48,"Female","Bel Ombre","I was overcharged and when I complained they refused to explain the fees. Dishonest and unhelpful."
"CS-2026-0450","2026-06-30 10:30:06",31,"Female","Mont Fleuri","Hours of waiting and then they closed the window right in front of me. Disgraceful treatment."
"CS-2026-0451","2026-06-30 12:13:27",48,"Male","Mont Fleuri","Every time I visit there is a new excuse for the delay. The inefficiency is beyond frustrating."
"CS-2026-0452","2026-06-30 12:44:12",35,"Male","Bel Air","The service was slow, the staff were unfriendly, and my problem is still unresolved. Deeply disappointed."
"CS-2026-0453","2026-07-01 15:25:13",56,"Female","Takamaka","The staff gave me incorrect directions and I ended up wasting hours. Careless and unhelpful."
"CS-2026-0454","2026-07-02 11:07:23",30,"Female","Glacis","The officer lost patience with an elderly woman and was openly disrespectful. I was appalled."
"CS-2026-0455","2026-07-03 10:25:20",45,"Female","Anse aux Pins","The whole process was needlessly complicated and no one was willing to explain anything."
"CS-2026-0456","2026-07-03 15:13:32",18,"Male","Anse aux Pins","Every time I visit there is a new excuse for the delay. The inefficiency is beyond frustrating."
"CS-2026-0457","2026-07-03 12:32:06",32,"Female","English River","The receptionist was dismissive and rolled her eyes at my questions. Extremely unprofessional."
"CS-2026-0458","2026-07-06 09:50:09",43,"Male","Baie Sainte Anne","Nobody follows up on anything. My matter has been stuck for ages with zero communication."
"CS-2026-0459","2026-07-06 15:58:33",40,"Female","Anse Boileau","The waiting area was overcrowded and the staff kept disappearing on long breaks. Shameful."
"CS-2026-0460","2026-07-06 10:13:31",69,"Female","Baie Lazare","They demanded documents that were never mentioned before, forcing me to come back yet again. Ridiculous."
"CS-2026-0461","2026-07-06 11:50:23",69,"Male","La Digue","I am writing simply to confirm that my appointment was completed. Everything went as expected."
"CS-2026-0462","2026-07-06 08:06:19",46,"Male","Glacis","The service was painfully slow and the staff seemed completely uninterested in helping anyone."
"CS-2026-0463","2026-07-06 08:16:01",53,"Female","Grand Anse Mahe","The information they gave me was wrong and I had to redo everything. Incompetent and careless."
"CS-2026-0464","2026-07-06 15:29:52",39,"Female","Glacis","Hours of waiting and then they closed the window right in front of me. Disgraceful treatment."
"CS-2026-0465","2026-07-07 12:29:16",44,"Male","Mont Fleuri","They kept losing track of my file and asked me to resubmit the same documents three times. Hopeless."
"CS-2026-0466","2026-07-07 10:59:46",43,"Female","Baie Sainte Anne","They lost my paperwork and blamed me for it. Disgraceful handling of a citizen's documents."
"CS-2026-0467","2026-07-07 13:18:30",35,"Female","Baie Sainte Anne","The waiting area was overcrowded and the staff kept disappearing on long breaks. Shameful."
"CS-2026-0468","2026-07-07 12:04:22",46,"Female","Cascade","The receptionist was dismissive and rolled her eyes at my questions. Extremely unprofessional."
"CS-2026-0469","2026-07-08 08:55:58",26,"Female","Baie Sainte Anne","The officer lost patience with an elderly woman and was openly disrespectful. I was appalled."
"CS-2026-0470","2026-07-08 12:34:44",38,"Male","Anse Royale","There was no clear signage and no one to guide us. I wasted an entire morning going in circles."
"CS-2026-0471","2026-07-09 08:04:57",43,"Male","Anse Boileau","The person serving me was impatient and spoke to me in a condescending, rude manner."
"CS-2026-0472","2026-07-09 10:42:14",46,"Female","Pointe Larue","The officer was abrupt, unfriendly and clearly wanted me gone as fast as possible. Very rude."
"CS-2026-0473","2026-07-09 09:03:05",53,"Male","Anse aux Pins","Every time I visit there is a new excuse for the delay. The inefficiency is beyond frustrating."
"CS-2026-0474","2026-07-09 11:56:52",32,"Male","Bel Ombre","The service was slow, the staff were unfriendly, and my problem is still unresolved. Deeply disappointed."
"CS-2026-0475","2026-07-10 12:04:00",50,"Female","Bel Ombre","I was overcharged and when I complained they refused to explain the fees. Dishonest and unhelpful."
"CS-2026-0476","2026-07-13 13:56:34",41,"Female","Grand Anse Praslin","I waited over three hours at the counter and no one bothered to help me. Absolutely unacceptable service."
"CS-2026-0477","2026-07-13 08:20:06",38,"Male","Au Cap","I was overcharged and when I complained they refused to explain the fees. Dishonest and unhelpful."
"CS-2026-0478","2026-07-13 12:17:09",22,"Female","La Riviere Anglaise","Nobody follows up on anything. My matter has been stuck for ages with zero communication."
"CS-2026-0479","2026-07-13 13:34:24",45,"Male","Anse Royale","No one answers the phone and the queue moves at a snail's pace. Frustrating and poorly organised."
"CS-2026-0480","2026-07-13 16:01:00",59,"Male","Baie Lazare","I waited over three hours at the counter and no one bothered to help me. Absolutely unacceptable service."
"CS-2026-0481","2026-07-13 09:41:04",18,"Female","Mont Fleuri","The staff gave me incorrect directions and I ended up wasting hours. Careless and unhelpful."
"CS-2026-0482","2026-07-14 11:01:26",35,"Male","Plaisance","I took a day off work only to be told the system was down. No apology, no alternative. Infuriating."
"CS-2026-0483","2026-07-14 08:42:01",39,"Male","English River","I was treated with contempt when I asked for clarification. Appalling attitude from the front desk."
"CS-2026-0484","2026-07-14 15:49:20",18,"Female","La Digue","The online system kept crashing and the help desk simply told me to try again later. Useless."
"CS-2026-0485","2026-07-14 15:44:38",61,"Male","Cascade","The information they gave me was wrong and I had to redo everything. Incompetent and careless."
"CS-2026-0486","2026-07-14 12:12:45",47,"Male","Baie Lazare","They lost my paperwork and blamed me for it. Disgraceful handling of a citizen's documents."
"CS-2026-0487","2026-07-15 13:17:49",47,"Female","Mont Buxton","They kept losing track of my file and asked me to resubmit the same documents three times. Hopeless."
"CS-2026-0488","2026-07-16 09:38:48",25,"Male","Baie Lazare","The toilets were filthy, the air conditioning was broken, and staff did not care. A miserable experience."
"CS-2026-0489","2026-07-16 15:02:18",72,"Male","Grand Anse Praslin","The whole process was needlessly complicated and no one was willing to explain anything."
"CS-2026-0490","2026-07-16 08:36:10",50,"Female","Bel Ombre","I waited over three hours at the counter and no one bothered to help me. Absolutely unacceptable service."
"CS-2026-0491","2026-07-16 08:22:00",22,"Female","Bel Air","My case has been pending for weeks with no updates. Every follow-up is met with excuses and delays."
"CS-2026-0492","2026-07-17 16:09:25",34,"Male","Saint Louis","I took a day off work only to be told the system was down. No apology, no alternative. Infuriating."
"CS-2026-0493","2026-07-20 10:02:41",23,"Male","Takamaka","After queueing for two hours I was told I was in the wrong line. Nobody bothered to inform us earlier."
"CS-2026-0494","2026-07-20 11:14:03",46,"Female","Roche Caiman","There was no clear signage and no one to guide us. I wasted an entire morning going in circles."
"CS-2026-0495","2026-07-20 14:17:37",51,"Female","Mont Fleuri","There was no clear signage and no one to guide us. I wasted an entire morning going in circles."
"CS-2026-0496","2026-07-20 16:23:36",27,"Female","Port Glaud","I was treated with contempt when I asked for clarification. Appalling attitude from the front desk."
"CS-2026-0497","2026-07-20 08:24:37",36,"Female","Au Cap","Every time I visit there is a new excuse for the delay. The inefficiency is beyond frustrating."
"CS-2026-0498","2026-07-20 14:26:04",24,"Male","Au Cap","This is a general enquiry about opening hours; the visit itself was fine and uneventful."
"CS-2026-0499","2026-07-20 14:02:03",37,"Female","Bel Air","No one answers the phone and the queue moves at a snail's pace. Frustrating and poorly organised."
"CS-2026-0500","2026-07-21 14:13:59",43,"Male","Anse Royale","The counter closed early without any notice while dozens of us were still waiting. Very poor service."
